District_name,Transaction_count,Transaction_amount,Quater,Year,State
kolasib,15789,35985260.690991834,3,2020,mizoram
champhai,11286,35131298.73356742,3,2020,mizoram
serchhip,10351,25197852.939255524,3,2020,mizoram
saiha,7107,24796870.137284856,3,2020,mizoram
aizawl,166039,532069401.32491755,4,2020,mizoram
lunglei,41847,117007241.0363552,4,2020,mizoram
lawngtlai,32803,102209937.65580331,4,2020,mizoram
mamit,21383,48253980.828914225,4,2020,mizoram
kolasib,21149,56473537.93676706,4,2020,mizoram
champhai,15587,50140873.98671983,4,2020,mizoram
serchhip,14804,39531569.17092189,4,2020,mizoram
saiha,8995,40835573.753559604,4,2020,mizoram
aizawl,182220,609359098.2421973,1,2021,mizoram
lunglei,40131,133262456.03079641,1,2021,mizoram
lawngtlai,31658,106154307.36708316,1,2021,mizoram
kolasib,22212,71207105.1965721,1,2021,mizoram
mamit,18670,51226307.47618229,1,2021,mizoram
champhai,13769,51873702.9412937,1,2021,mizoram
serchhip,12877,42644166.311948836,1,2021,mizoram
saiha,8038,35378443.37986354,1,2021,mizoram
aizawl,222893,635733236.9899334,2,2021,mizoram
lunglei,46084,125798685.12915294,2,2021,mizoram
lawngtlai,38779,110575273.85365936,2,2021,mizoram
kolasib,23910,66068598.11704218,2,2021,mizoram
mamit,20464,51797964.37426142,2,2021,mizoram
champhai,15913,52313277.17825453,2,2021,mizoram
serchhip,15664,39541209.17776598,2,2021,mizoram
saiha,10633,41046228.48202239,2,2021,mizoram
aizawl,276340,865537331.9432544,3,2021,mizoram
lunglei,55054,157303231.44253838,3,2021,mizoram
lawngtlai,44431,130625157.50867543,3,2021,mizoram
kolasib,30064,84157970.6374866,3,2021,mizoram
mamit,22878,65856355.67206965,3,2021,mizoram
serchhip,19902,54838260.2224697,3,2021,mizoram
champhai,18678,71974971.0552853,3,2021,mizoram
saiha,11182,43455371.73017335,3,2021,mizoram
aizawl,317555,1021257676.3595349,4,2021,mizoram
lunglei,62996,193267816.72749367,4,2021,mizoram
lawngtlai,47572,152734951.83765793,4,2021,mizoram
kolasib,37950,113743718.86428112,4,2021,mizoram
mamit,28553,76910208.12744261,4,2021,mizoram
champhai,25625,100501231.3416473,4,2021,mizoram
serchhip,21092,58127189.330209725,4,2021,mizoram
saiha,11986,54122948.934775494,4,2021,mizoram
aizawl,341192,1081700361.9959884,1,2022,mizoram
lunglei,70118,225762310.6230601,1,2022,mizoram
lawngtlai,52546,177710904.9278997,1,2022,mizoram
kolasib,41730,131565353.72167373,1,2022,mizoram
mamit,31141,85615813.92389987,1,2022,mizoram
champhai,28284,104778862.41112822,1,2022,mizoram
serchhip,25542,73577504.13530782,1,2022,mizoram
saiha,14364,64447851.87228675,1,2022,mizoram
aizawl,364786,1137178791.3961444,2,2022,mizoram
lunglei,71974,216551898.04095763,2,2022,mizoram
lawngtlai,55575,178078191.45037478,2,2022,mizoram
kolasib,44824,125315221.50869848,2,2022,mizoram
mamit,35643,98025373.52449824,2,2022,mizoram
champhai,30607,103805199.37272806,2,2022,mizoram
serchhip,24248,72294618.64313027,2,2022,mizoram
saiha,16320,71937273.17240411,2,2022,mizoram
aizawl,383546,1129120156.9892116,3,2022,mizoram
lunglei,81428,231838246.93491793,3,2022,mizoram
lawngtlai,52771,160991694.95874986,3,2022,mizoram
kolasib,44830,121251949.18563817,3,2022,mizoram
mamit,32604,88879142.37748808,3,2022,mizoram
champhai,25701,86209300.03437018,3,2022,mizoram
serchhip,23168,65622336.99787671,3,2022,mizoram
saiha,14990,62352784.58970161,3,2022,mizoram
aizawl,360350,1054341698.8459929,4,2022,mizoram
lunglei,99571,275164384.7691406,4,2022,mizoram
lawngtlai,60120,176322495.4134693,4,2022,mizoram
kolasib,55854,157046232.3046887,4,2022,mizoram
mamit,39889,111490213.09424147,4,2022,mizoram
champhai,33252,110073440.44820768,4,2022,mizoram
serchhip,25172,71431982.54694104,4,2022,mizoram
saiha,19566,82040637.84033793,4,2022,mizoram
dimapur,18449,38330087.582417,1,2018,nagaland
kohima,11070,20744033.40863154,1,2018,nagaland
mokokchung,3428,5653655.116717218,1,2018,nagaland
tuensang,1861,2939509.9737360794,1,2018,nagaland
mon,1851,2962723.1216541342,1,2018,nagaland
zunheboto,1700,1750900.6459182377,1,2018,nagaland
wokha,1642,1942858.0739698592,1,2018,nagaland
phek,1397,1347986.0495203384,1,2018,nagaland
longleng,605,547262.5934366982,1,2018,nagaland
peren,587,1228042.9089448638,1,2018,nagaland
dimapur,31758,78472133.75014433,2,2018,nagaland
kohima,14759,41958069.334260106,2,2018,nagaland
mokokchung,4472,6880664.952623585,2,2018,nagaland
tuensang,2914,5272196.387110953,2,2018,nagaland
wokha,2851,2952808.201464099,2,2018,nagaland
mon,2652,5592193.661835907,2,2018,nagaland
phek,2058,3265939.4166390533,2,2018,nagaland
zunheboto,1961,3800720.2210925473,2,2018,nagaland
peren,1151,3132544.259220087,2,2018,nagaland
longleng,526,606015.5837374015,2,2018,nagaland
dimapur,44383,122676685.88107637,3,2018,nagaland
kohima,20678,62621606.402096175,3,2018,nagaland
mokokchung,7245,14438372.118668642,3,2018,nagaland
tuensang,4657,8672814.868232306,3,2018,nagaland
mon,4368,10680645.611665618,3,2018,nagaland
zunheboto,3370,6042931.988762021,3,2018,nagaland
wokha,3314,6048116.93383928,3,2018,nagaland
phek,2951,4193127.0654867776,3,2018,nagaland
kiphire,1527,1911400.518954896,3,2018,nagaland
peren,1349,3565504.3902161866,3,2018,nagaland
dimapur,68046,202172094.6763664,4,2018,nagaland
kohima,28604,84867917.08908929,4,2018,nagaland
mokokchung,10673,21026422.57059867,4,2018,nagaland
mon,7966,25315124.343433652,4,2018,nagaland
tuensang,5518,14443409.698866293,4,2018,nagaland
zunheboto,4966,12449027.885359714,4,2018,nagaland
wokha,4959,8954846.535749527,4,2018,nagaland
phek,3615,6547794.254166291,4,2018,nagaland
peren,2071,6712394.6749083325,4,2018,nagaland
kiphire,2008,3577703.453553167,4,2018,nagaland
dimapur,80741,222202606.82928652,1,2019,nagaland
kohima,34373,93498426.9098583,1,2019,nagaland
mokokchung,11808,22421067.66638949,1,2019,nagaland
mon,9694,32110056.274005987,1,2019,nagaland
zunheboto,8860,16471426.45522037,1,2019,nagaland
tuensang,5962,15964521.798527543,1,2019,nagaland
wokha,5694,13111143.373600572,1,2019,nagaland
phek,5062,12361140.846022058,1,2019,nagaland
peren,2689,6473296.665928306,1,2019,nagaland
kiphire,2103,4550857.60564944,1,2019,nagaland
dimapur,86518,258070892.01001915,2,2019,nagaland
kohima,35959,102757262.27285326,2,2019,nagaland
zunheboto,19752,43001192.88793167,2,2019,nagaland
mokokchung,11894,28979287.99164507,2,2019,nagaland
mon,10564,30077446.323373545,2,2019,nagaland
tuensang,6027,16464089.793604638,2,2019,nagaland
wokha,5778,12443724.249822928,2,2019,nagaland
phek,5232,11255799.070045212,2,2019,nagaland
kiphire,2784,6816990.793895305,2,2019,nagaland
peren,2715,6719423.986701602,2,2019,nagaland
dimapur,117140,307103749.65803885,3,2019,nagaland
kohima,50183,133224817.54316023,3,2019,nagaland
zunheboto,20054,60553998.31940128,3,2019,nagaland
mokokchung,17903,35622564.400276825,3,2019,nagaland
mon,17134,36965971.955441214,3,2019,nagaland
tuensang,9274,19613846.131520323,3,2019,nagaland
wokha,9242,16293996.925105993,3,2019,nagaland
phek,8985,20348950.00705442,3,2019,nagaland
kiphire,4847,7311019.911698776,3,2019,nagaland
peren,4277,8062310.434825074,3,2019,nagaland
dimapur,142922,401874104.2973213,4,2019,nagaland
kohima,58317,160227363.64728707,4,2019,nagaland
mon,23615,52231884.395646855,4,2019,nagaland
zunheboto,23374,73875655.63763416,4,2019,nagaland
mokokchung,21048,44939725.57083222,4,2019,nagaland
wokha,11505,21418632.85491927,4,2019,nagaland
tuensang,11148,25427823.369834743,4,2019,nagaland
phek,11054,24095426.02126249,4,2019,nagaland
kiphire,5522,11787954.886359874,4,2019,nagaland
peren,5148,10804065.561619181,4,2019,nagaland
dimapur,185428,497123725.474146,1,2020,nagaland
kohima,68246,160485650.56697804,1,2020,nagaland
mon,28668,56777615.99405684,1,2020,nagaland
mokokchung,22949,46458137.86198041,1,2020,nagaland
wokha,13752,22440994.6265017,1,2020,nagaland
tuensang,13234,29281215.251009904,1,2020,nagaland
phek,13124,24135509.70029243,1,2020,nagaland
zunheboto,12812,23929943.338847376,1,2020,nagaland
kiphire,8571,15127296.52352846,1,2020,nagaland
peren,6691,10449509.21674379,1,2020,nagaland
dimapur,232533,564581175.022531,2,2020,nagaland
kohima,98852,235056409.18486094,2,2020,nagaland
mon,42193,72681549.71193531,2,2020,nagaland
mokokchung,34034,59551064.18105074,2,2020,nagaland
phek,21862,39562622.89144808,2,2020,nagaland
tuensang,19823,47286166.881044514,2,2020,nagaland
wokha,19427,30734350.10048492,2,2020,nagaland
zunheboto,18146,34250745.54624535,2,2020,nagaland
peren,11337,17709802.025017656,2,2020,nagaland
kiphire,11097,21770604.465474274,2,2020,nagaland
dimapur,352179,1122771447.128912,3,2020,nagaland
kohima,149404,438659891.11601055,3,2020,nagaland
mon,53050,85955858.55902226,3,2020,nagaland
mokokchung,43164,83590575.72604279,3,2020,nagaland
wokha,28806,47486985.41741961,3,2020,nagaland
phek,26004,53114140.440056756,3,2020,nagaland
tuensang,25719,59266466.87175436,3,2020,nagaland
zunheboto,21556,44845371.93193043,3,2020,nagaland
peren,13958,25258376.20171611,3,2020,nagaland
kiphire,12462,29101447.582055062,3,2020,nagaland
dimapur,422501,1549414048.2654052,4,2020,nagaland
kohima,168861,528950655.29797715,4,2020,nagaland
mon,51806,149055802.79705116,4,2020,nagaland
mokokchung,48813,129158623.72713923,4,2020,nagaland
wokha,33080,77215466.14300685,4,2020,nagaland
tuensang,29583,92512403.56008916,4,2020,nagaland
phek,28612,75169716.4752171,4,2020,nagaland
zunheboto,23475,60794471.32764542,4,2020,nagaland
peren,14947,37707510.796402484,4,2020,nagaland
longleng,13202,34760738.476595946,4,2020,nagaland
dimapur,550985,1837044748.4900613,1,2021,nagaland
kohima,209442,611989486.3557233,1,2021,nagaland
mokokchung,43465,116937738.43409455,1,2021,nagaland
mon,43337,148431447.81181777,1,2021,nagaland
wokha,26881,65940883.14165088,1,2021,nagaland
phek,24927,86311391.93012239,1,2021,nagaland
tuensang,23643,84510754.5222169,1,2021,nagaland
zunheboto,18219,51849616.04221482,1,2021,nagaland
peren,12322,33575965.56407318,1,2021,nagaland
longleng,12009,34735822.64446311,1,2021,nagaland
dimapur,585389,1726249195.1688533,2,2021,nagaland
kohima,274137,694940464.6072702,2,2021,nagaland
mokokchung,63952,152031632.47756842,2,2021,nagaland
mon,51055,137641682.97031063,2,2021,nagaland
wokha,34223,82266645.13170332,2,2021,nagaland
phek,31478,98158667.79913512,2,2021,nagaland
tuensang,27199,84823658.15124774,2,2021,nagaland
zunheboto,21747,54703199.48271289,2,2021,nagaland
peren,15860,42645682.011797145,2,2021,nagaland
longleng,13528,39521626.841992125,2,2021,nagaland
dimapur,727702,2201388248.147341,3,2021,nagaland
kohima,335522,874957891.8906745,3,2021,nagaland
mokokchung,59456,170603111.1159384,3,2021,nagaland
mon,56260,185806960.82773107,3,2021,nagaland
wokha,38482,96937646.11476573,3,2021,nagaland
phek,36963,116637883.29609635,3,2021,nagaland
tuensang,30653,109337195.97725664,3,2021,nagaland
zunheboto,23265,77798029.09900394,3,2021,nagaland
peren,19756,57076677.278898776,3,2021,nagaland
longleng,14691,44639115.38971553,3,2021,nagaland
dimapur,886146,2741781159.7608576,4,2021,nagaland
kohima,413753,1056357839.8615553,4,2021,nagaland
mokokchung,64765,206715301.32699895,4,2021,nagaland
mon,61436,235277660.25521597,4,2021,nagaland
phek,44854,152644732.57078952,4,2021,nagaland
wokha,42511,130830504.92018618,4,2021,nagaland
tuensang,37106,148350887.52116236,4,2021,nagaland
zunheboto,25944,81774057.90065698,4,2021,nagaland
peren,22569,71109896.99941692,4,2021,nagaland
longleng,16341,59818503.44606339,4,2021,nagaland
dimapur,1111352,3258683919.847051,1,2022,nagaland
kohima,457809,1127446949.5241609,1,2022,nagaland
mokokchung,68366,207590215.0097239,1,2022,nagaland
mon,66833,240110588.13301894,1,2022,nagaland
wokha,48308,136226519.77073422,1,2022,nagaland
phek,44704,145342038.73462993,1,2022,nagaland
tuensang,40524,151138444.1124605,1,2022,nagaland
zunheboto,28736,88839937.40705833,1,2022,nagaland
peren,24401,75586065.95644662,1,2022,nagaland
longleng,17513,56264190.28859669,1,2022,nagaland
dimapur,1334969,3611270476.50131,2,2022,nagaland
kohima,308395,886866183.2238915,2,2022,nagaland
mokokchung,77214,244058058.3630171,2,2022,nagaland
mon,69381,223341368.04423907,2,2022,nagaland
wokha,53721,145247750.79450452,2,2022,nagaland
phek,47255,163573534.549313,2,2022,nagaland
tuensang,45170,164759286.59289965,2,2022,nagaland
zunheboto,32898,100740614.93631896,2,2022,nagaland
peren,24587,76072297.54603858,2,2022,nagaland
kiphire,20492,71074150.21954788,2,2022,nagaland
dimapur,1094753,3023858206.1614122,3,2022,nagaland
kohima,390575,1084969826.9670703,3,2022,nagaland
mokokchung,81244,249065125.4973578,3,2022,nagaland
wokha,79275,192965563.6529306,3,2022,nagaland
mon,68148,217924271.27222452,3,2022,nagaland
phek,45816,151822055.76958296,3,2022,nagaland
tuensang,44657,158205190.5951551,3,2022,nagaland
zunheboto,30504,94302709.04675612,3,2022,nagaland
peren,24443,79886712.62073797,3,2022,nagaland
kiphire,19352,63372092.96371811,3,2022,nagaland
dimapur,1632985,4411217834.641218,4,2022,nagaland
kohima,396318,1086767701.7674205,4,2022,nagaland
wokha,111374,296499670.55821544,4,2022,nagaland
mokokchung,79409,280130670.3719771,4,2022,nagaland
mon,76894,266072328.12832496,4,2022,nagaland
tuensang,44176,177953210.26442176,4,2022,nagaland
phek,43589,150669221.64689878,4,2022,nagaland
zunheboto,29697,102825390.6874178,4,2022,nagaland
peren,24353,76706538.54194443,4,2022,nagaland
kiphire,19928,66609982.69936785,4,2022,nagaland
khordha,1013916,1064565482.4430823,1,2018,odisha
cuttack,487588,391394151.55179805,1,2018,odisha
baleshwar,469068,306223509.1455674,1,2018,odisha
ganjam,399549,379358026.2266699,1,2018,odisha
jajapur,362382,204373666.27913064,1,2018,odisha
bhadrak,279644,187375014.25093257,1,2018,odisha
puri,279071,173702320.317419,1,2018,odisha
kendujhar,259941,196242627.59467983,1,2018,odisha
jagatsinghapur,226525,119770991.43254161,1,2018,odisha
mayurbhanj,208105,151786389.20530617,1,2018,odisha
khordha,1344202,1738879066.970015,2,2018,odisha
baleshwar,711772,628176565.8703398,2,2018,odisha
cuttack,703794,703532192.7454895,2,2018,odisha
ganjam,516556,659317553.0568262,2,2018,odisha
jajapur,516443,374915596.36223686,2,2018,odisha
bhadrak,401149,370601551.17362005,2,2018,odisha
puri,399081,317753882.2036277,2,2018,odisha
kendujhar,354756,396095822.9971422,2,2018,odisha
jagatsinghapur,352035,213321220.30559194,2,2018,odisha
mayurbhanj,309322,308804358.7495179,2,2018,odisha
khordha,5333443,4389717266.977921,3,2018,odisha
baleshwar,3746440,2480538495.3597507,3,2018,odisha
cuttack,3025622,2048374280.000453,3,2018,odisha
jajapur,1897103,1217205290.9252758,3,2018,odisha
ganjam,1634313,1488758261.4624352,3,2018,odisha
dhenkanal,1546536,893325822.9390367,3,2018,odisha
puri,1434318,948651181.6266804,3,2018,odisha
bhadrak,1431437,1105939240.7227635,3,2018,odisha
kendujhar,1247010,1007991207.6659348,3,2018,odisha
nayagarh,1140437,672431075.2136058,3,2018,odisha
khordha,4036038,4756776453.593592,4,2018,odisha
baleshwar,1996845,1819634443.5278254,4,2018,odisha
cuttack,1823683,1900469800.3941858,4,2018,odisha
ganjam,1402146,1733900621.6234186,4,2018,odisha
jajapur,1228698,1110622397.2154815,4,2018,odisha
puri,1076748,919852799.4930115,4,2018,odisha
bhadrak,1048520,1040836292.0215917,4,2018,odisha
kendujhar,774382,951193274.8831768,4,2018,odisha
dhenkanal,736715,606485615.306731,4,2018,odisha
jagatsinghapur,729403,588561101.5869067,4,2018,odisha
khordha,9928652,10292381463.86045,1,2019,odisha
cuttack,2843941,2746382808.134754,1,2019,odisha
ganjam,2226839,2660856143.34366,1,2019,odisha
baleshwar,2052883,1780121522.7942674,1,2019,odisha
jajapur,2005354,1597716033.1140459,1,2019,odisha
puri,1300890,1292024780.4366007,1,2019,odisha
bhadrak,1224209,1137735927.0304363,1,2019,odisha
dhenkanal,1112474,855542150.6448646,1,2019,odisha
kendujhar,1099272,1219690306.8233683,1,2019,odisha
anugul,1023176,1083105252.400957,1,2019,odisha
khordha,13339889,19006076643.493904,2,2019,odisha
cuttack,2289245,3195750424.172798,2,2019,odisha
ganjam,1557000,2952122343.412873,2,2019,odisha
baleshwar,1260994,1740194783.6891391,2,2019,odisha
jajapur,1116157,1615320702.0190089,2,2019,odisha
puri,808325,1052200875.2230995,2,2019,odisha
bhadrak,793895,1136520159.8199663,2,2019,odisha
kendujhar,778337,1270398763.2721443,2,2019,odisha
sundargarh,769791,1356881694.2599456,2,2019,odisha
anugul,656270,1100526633.6700115,2,2019,odisha
khordha,18364742,25509656902.49331,3,2019,odisha
cuttack,3846764,4539350540.746681,3,2019,odisha
baleshwar,1845986,2136997579.0817952,3,2019,odisha
jajapur,1763488,2029201892.6835146,3,2019,odisha
ganjam,1689894,3154919760.2279887,3,2019,odisha
puri,1500762,1624951778.3543258,3,2019,odisha
kendujhar,1226918,1617148718.999577,3,2019,odisha
sundargarh,1085480,1653794140.1211014,3,2019,odisha
bhadrak,1061299,1329983572.7403765,3,2019,odisha
anugul,916878,1372415071.347659,3,2019,odisha
khordha,27477393,34227232121.528633,4,2019,odisha
cuttack,5783608,6269240606.54993,4,2019,odisha
baleshwar,3904913,2998071243.256762,4,2019,odisha
jajapur,2717947,2951249575.9169297,4,2019,odisha
ganjam,2682447,4526321215.890192,4,2019,odisha
puri,2203098,2409106457.318024,4,2019,odisha
kendujhar,2031166,2048009647.964933,4,2019,odisha
